weather_severity,rain_intensity,visibility,wind_severity,night_indicator,road_disruption,historical_incident_density,distance_to_emergency_service,nearby_service_density,tourist_area_indicator,area_activity_level,route_condition,time_of_day,risk_score
29.44,0.0,8.64,18.61,1.0,7.06,0.595,6.61,5.06,0.0,5.52,66.5,2.0,36.4
23.95,0.0,7.46,26.1,1.0,11.99,0.645,2.61,5.34,0.0,4.5,86.85,2.0,19.7
40.24,5.77,7.33,16.28,0.0,8.93,0.903,18.31,1.25,1.0,3.53,68.64,4.0,33.3
45.78,0.0,7.11,30.4,0.0,11.16,1.453,1.91,0.95,1.0,4.38,72.83,2.0,26.8
13.04,0.0,6.23,19.02,0.0,0.81,0.192,13.47,2.16,1.0,9.23,58.47,4.0,22.5
7.56,0.0,10.52,4.57,1.0,9.8,0.256,2.8,7.69,1.0,10.0,33.69,2.0,29.5
41.19,14.37,9.02,14.66,0.0,53.46,1.312,7.58,4.44,0.0,6.09,49.35,4.0,37.0
34.85,0.0,7.88,26.09,0.0,47.61,0.462,15.03,3.8,0.0,4.66,63.23,2.0,29.3
29.42,0.0,8.78,11.67,0.0,40.36,1.161,2.63,6.1,1.0,7.42,51.16,8.0,24.7
4.91,0.0,10.58,1.61,0.0,18.68,2.078,7.72,7.37,1.0,5.45,100.0,4.0,20.7
19.15,0.0,8.14,15.29,0.0,15.14,0.56,23.05,3.35,0.0,7.59,84.04,2.0,14.3
13.58,0.0,8.97,13.23,0.0,3.77,1.439,5.1,5.29,0.0,8.14,75.81,4.0,16.7
15.06,0.0,8.11,20.41,0.0,13.73,1.014,7.14,5.49,0.0,3.52,69.77,4.0,16.1
13.33,0.0,7.5,27.77,0.0,19.8,0.365,0.8,6.91,1.0,7.96,72.28,4.0,22.0
31.71,0.0,9.09,17.82,0.0,73.86,0.322,2.49,4.98,1.0,6.09,79.51,4.0,22.6
4.62,0.0,9.89,13.45,0.0,16.11,0.722,1.76,1.79,1.0,8.13,67.96,4.0,19.4
33.76,3.61,9.4,10.25,0.0,13.89,2.417,4.61,4.94,0.0,4.38,57.44,4.0,32.8
13.69,0.0,8.58,10.03,1.0,0.75,0.928,10.67,5.76,0.0,3.49,61.85,2.0,31.9
18.94,0.0,6.03,51.55,0.0,0.37,1.958,10.65,4.71,0.0,5.47,48.92,4.0,30.3
49.83,0.0,9.72,27.01,0.0,14.92,2.979,4.48,3.52,1.0,4.23,52.14,8.0,43.9
17.04,3.01,6.66,29.45,0.0,6.12,1.074,8.02,2.1,1.0,6.94,83.97,8.0,32.3
19.24,0.0,6.92,11.36,0.0,68.82,1.545,15.49,7.46,0.0,4.52,73.36,8.0,30.8
18.32,0.0,7.39,10.2,0.0,6.58,0.37,7.0,6.58,0.0,6.24,83.98,2.0,10.5
54.74,1.59,3.68,19.15,1.0,3.97,1.676,2.12,5.07,1.0,7.42,49.01,2.0,54.5
13.28,0.0,8.17,22.95,0.0,6.1,1.708,3.49,2.73,0.0,5.06,87.73,4.0,16.3
29.42,18.55,7.13,15.14,0.0,79.96,0.826,35.99,6.51,0.0,6.79,50.98,4.0,53.0
13.63,13.57,6.1,5.14,0.0,5.85,0.767,5.84,3.76,0.0,6.57,62.35,8.0,25.1
12.3,0.0,11.31,11.51,0.0,19.31,1.866,7.74,1.14,0.0,6.7,50.19,4.0,26.8
6.04,0.0,11.37,7.27,1.0,85.73,0.535,1.26,6.99,0.0,2.92,32.31,2.0,35.3
15.74,0.0,10.31,24.53,0.0,2.18,1.081,2.22,0.5,0.0,6.34,51.82,2.0,22.1
6.34,0.0,4.94,38.98,0.0,4.73,0.842,9.14,4.46,0.0,8.07,53.32,4.0,27.9
15.52,0.0,11.4,5.69,0.0,2.43,2.509,1.27,6.69,1.0,3.69,61.14,4.0,17.6
4.28,3.79,7.94,16.02,0.0,11.86,1.293,7.86,5.33,1.0,4.51,84.38,4.0,19.9
28.8,0.0,11.49,30.12,1.0,10.9,0.884,10.83,6.54,0.0,8.66,83.72,2.0,38.0
38.47,0.0,6.64,27.0,1.0,2.56,1.113,5.25,7.36,0.0,5.84,84.64,2.0,36.9
25.75,8.18,6.97,12.12,1.0,12.99,0.287,11.62,2.89,1.0,5.77,59.17,2.0,36.3
5.76,0.0,9.01,8.51,0.0,7.05,1.83,11.01,5.0,0.0,2.52,59.52,8.0,20.4
22.87,0.0,6.45,15.3,0.0,9.39,1.247,6.43,4.87,0.0,3.69,87.12,4.0,14.3
5.53,14.41,3.86,6.15,0.0,14.51,0.597,3.66,4.77,0.0,0.86,40.6,2.0,20.9
9.77,0.0,3.91,13.8,1.0,0.56,1.162,1.97,6.46,1.0,7.66,32.7,2.0,44.2
39.18,0.0,13.73,36.29,0.0,17.73,1.571,4.1,6.4,0.0,6.79,44.58,2.0,34.8
14.12,0.0,5.24,18.32,0.0,2.26,0.985,5.24,7.2,0.0,7.74,74.81,4.0,18.7
21.01,25.69,1.98,6.49,0.0,10.83,1.071,5.69,2.8,0.0,1.32,67.38,8.0,42.0
55.28,0.0,8.49,22.42,1.0,18.86,0.589,12.58,5.67,0.0,6.12,44.35,2.0,39.9
2.93,0.0,6.06,35.32,1.0,19.07,1.135,4.82,2.62,1.0,7.15,69.87,2.0,39.5
46.71,0.0,4.38,15.85,1.0,14.99,1.499,5.13,5.91,0.0,6.49,79.12,2.0,48.6
39.51,0.0,2.07,27.23,1.0,12.75,1.975,14.52,8.57,0.0,0.16,100.0,2.0,50.9
51.14,0.0,8.05,15.48,0.0,10.12,1.85,10.75,8.31,1.0,6.94,92.41,8.0,27.0
20.82,0.0,6.24,19.88,0.0,3.18,0.718,7.91,2.13,1.0,4.82,74.58,8.0,28.0
55.8,3.75,8.16,21.03,0.0,9.79,1.429,8.6,2.54,0.0,2.83,84.94,4.0,22.4
9.19,4.52,8.03,31.4,0.0,90.48,1.055,7.72,5.93,0.0,8.62,100.0,2.0,33.7
38.5,2.2,7.75,38.58,0.0,40.37,1.601,14.19,3.74,0.0,8.33,48.47,4.0,34.8
30.39,0.0,7.18,9.5,0.0,56.69,0.823,0.83,7.75,0.0,5.39,36.37,8.0,32.3
0.92,0.0,8.42,8.61,0.0,12.07,1.091,7.09,6.65,1.0,2.96,89.03,2.0,6.5
12.94,0.0,6.82,9.65,0.0,41.62,1.768,8.62,6.1,0.0,3.65,60.51,4.0,23.3
32.19,5.71,5.75,25.02,1.0,71.26,1.09,11.45,2.67,1.0,10.0,40.38,2.0,53.7
42.54,0.0,5.53,18.56,1.0,11.54,1.155,4.81,6.73,1.0,6.6,66.43,2.0,37.3
73.97,4.36,9.29,45.22,0.0,10.84,0.916,1.05,6.27,0.0,2.68,52.97,4.0,37.7
44.79,16.6,4.87,18.6,1.0,1.12,1.709,3.23,4.86,1.0,7.28,50.15,2.0,52.6
24.37,0.0,3.74,16.89,1.0,14.09,0.89,6.45,1.77,0.0,4.82,79.99,2.0,45.2
6.57,0.0,9.32,9.7,1.0,8.31,0.644,7.63,8.27,0.0,2.81,58.23,2.0,26.9
3.94,0.0,7.27,18.05,0.0,75.23,0.837,6.78,2.48,0.0,3.69,31.78,4.0,33.2
30.83,0.0,7.99,38.22,0.0,1.07,0.634,1.05,1.71,1.0,4.24,70.64,4.0,25.8
25.01,0.0,7.71,26.25,1.0,7.86,1.624,16.81,6.06,1.0,10.0,61.88,2.0,42.4
23.01,0.0,11.29,12.66,0.0,2.02,1.374,3.58,7.25,1.0,5.34,77.16,4.0,15.9
42.73,0.0,6.95,13.33,0.0,14.36,1.199,2.31,3.37,1.0,5.98,63.8,4.0,21.8
42.19,0.0,9.37,15.29,0.0,15.63,0.888,2.81,2.91,1.0,6.31,57.53,4.0,27.0
3.24,0.0,10.32,25.82,0.0,3.28,0.935,2.56,5.71,0.0,6.41,92.21,2.0,9.7
30.04,0.0,5.37,18.65,0.0,2.28,1.167,14.71,9.16,0.0,1.1,49.38,4.0,20.4
38.18,0.0,8.23,21.67,0.0,19.39,2.407,7.37,8.78,1.0,6.84,87.14,8.0,27.6
8.94,7.02,6.37,21.33,0.0,8.99,2.247,5.84,7.03,1.0,7.27,69.52,2.0,24.8
1.89,0.0,6.53,10.25,0.0,14.76,0.486,1.35,5.66,1.0,7.88,85.76,4.0,10.4
43.21,0.0,5.29,31.93,1.0,68.19,0.858,11.85,4.52,1.0,7.31,60.29,2.0,64.2
44.32,11.85,7.89,19.22,0.0,45.88,1.967,17.76,4.43,0.0,2.9,69.03,2.0,41.8
17.91,0.0,13.75,11.07,0.0,6.18,0.629,18.24,4.32,0.0,4.78,75.78,4.0,23.2
12.75,9.64,5.85,6.24,0.0,14.93,1.406,7.46,5.39,0.0,6.07,93.46,2.0,26.0
32.69,0.0,8.45,8.75,0.0,10.58,1.481,17.39,3.98,0.0,5.12,74.79,4.0,30.3
20.54,0.0,9.0,16.49,0.0,16.7,0.662,21.05,4.39,0.0,4.83,44.94,8.0,19.4
24.9,5.08,6.58,24.34,1.0,0.21,1.105,1.78,3.63,0.0,7.85,74.19,2.0,34.8
4.07,12.94,10.14,19.03,0.0,10.99,0.257,5.84,4.61,1.0,8.63,88.08,2.0,19.3
7.82,0.0,13.16,27.72,0.0,8.54,1.142,11.66,4.79,1.0,5.67,89.94,4.0,21.0
26.96,0.0,7.0,15.9,0.0,3.25,1.243,6.5,5.53,1.0,6.4,62.89,2.0,26.5
23.43,0.0,11.77,31.33,0.0,7.15,1.037,6.81,6.2,0.0,5.8,58.52,4.0,16.6
46.22,0.0,6.52,21.78,0.0,9.81,0.956,10.35,10.0,0.0,2.78,47.97,8.0,30.1
17.42,4.65,5.98,7.35,0.0,7.71,1.9,0.83,7.72,1.0,7.01,84.61,4.0,19.2
5.92,0.0,8.54,15.87,0.0,18.17,0.404,3.9,7.51,0.0,5.84,81.44,4.0,9.8
21.58,0.0,10.09,8.63,1.0,7.41,1.165,15.33,7.9,0.0,2.87,95.92,2.0,30.9
33.51,0.0,7.79,17.53,0.0,92.24,0.877,11.51,6.1,0.0,6.66,45.17,2.0,32.0
22.08,0.0,9.81,27.84,0.0,11.68,0.782,17.87,1.49,0.0,6.66,72.17,8.0,26.7
64.04,0.0,7.53,16.25,1.0,30.42,1.683,10.08,6.16,1.0,2.94,62.7,2.0,48.4
65.73,0.0,9.73,27.13,0.0,11.82,2.713,2.41,4.3,0.0,5.96,58.79,4.0,36.4
52.34,0.0,8.49,17.98,0.0,15.58,0.497,5.58,3.8,1.0,10.0,66.95,8.0,27.4
50.41,1.44,10.38,35.02,0.0,65.61,1.204,4.08,1.7,0.0,5.0,39.65,4.0,35.5
48.72,2.74,5.49,44.81,0.0,1.89,1.966,3.68,1.93,1.0,4.4,83.08,4.0,32.5
46.16,0.0,7.21,19.11,0.0,12.28,0.694,4.45,4.57,0.0,6.22,85.95,4.0,23.9
14.07,0.0,8.57,19.87,0.0,5.17,2.205,8.11,5.63,0.0,3.93,81.73,2.0,15.1
18.68,0.0,6.73,6.6,0.0,62.66,0.347,4.88,5.06,1.0,8.1,60.76,4.0,25.9
31.2,5.53,5.39,20.41,0.0,46.64,0.81,4.0,4.06,0.0,6.34,78.88,4.0,33.3
36.3,1.47,8.5,12.65,0.0,12.82,0.583,15.32,6.11,1.0,4.64,61.29,8.0,25.6
46.5,0.0,8.94,15.73,1.0,14.51,0.807,5.21,6.57,0.0,5.46,43.02,2.0,34.8
32.88,0.0,8.24,16.8,0.0,10.08,2.156,15.89,6.19,1.0,5.02,63.21,2.0,31.2
22.21,1.91,10.22,9.72,1.0,7.3,0.473,3.88,6.28,0.0,2.44,58.43,2.0,30.1
14.96,5.24,5.72,16.8,1.0,12.22,0.966,11.39,6.7,1.0,8.51,100.0,2.0,40.1
28.37,0.0,7.37,16.91,1.0,92.51,0.685,13.49,1.05,0.0,5.2,70.48,2.0,50.5
18.23,8.93,5.02,9.81,0.0,6.02,1.29,5.55,5.82,0.0,0.0,69.68,4.0,28.3
15.85,0.0,8.8,8.8,0.0,2.68,0.855,7.09,3.74,1.0,8.3,90.75,8.0,16.9
19.47,0.0,9.39,19.79,1.0,11.48,0.887,12.27,9.04,1.0,4.65,80.5,2.0,25.8
11.97,2.56,11.02,20.9,1.0,8.76,0.501,8.47,7.49,1.0,7.02,70.7,2.0,25.9
20.07,0.0,6.04,15.69,0.0,73.44,2.072,17.54,5.64,1.0,6.17,56.72,4.0,43.4
30.56,8.74,7.78,24.42,0.0,9.13,1.262,6.74,4.56,0.0,6.92,54.11,2.0,22.0
16.75,0.0,11.37,7.33,0.0,12.14,1.094,1.34,0.25,0.0,6.03,75.28,4.0,22.8
57.5,0.0,5.27,18.09,0.0,19.05,1.665,5.98,2.47,1.0,7.52,84.08,2.0,42.5
36.73,0.0,5.43,14.65,1.0,4.32,0.75,7.98,3.95,1.0,8.14,45.96,2.0,51.1
39.48,22.63,2.15,12.71,0.0,4.85,1.794,1.42,5.82,0.0,4.77,78.16,2.0,41.8
29.6,5.85,8.66,15.18,1.0,19.96,1.292,1.13,4.15,1.0,8.72,74.82,2.0,33.6
9.31,0.0,7.27,6.87,0.0,19.59,1.212,6.75,8.24,1.0,7.57,53.1,4.0,20.9
27.57,0.0,9.13,13.48,1.0,87.91,0.231,3.96,3.71,0.0,6.9,57.17,2.0,43.7
48.6,0.0,7.11,16.21,1.0,30.22,1.067,8.34,10.0,0.0,7.88,39.44,2.0,46.4
12.84,0.0,12.22,9.48,0.0,11.31,0.698,2.78,2.28,0.0,7.18,72.29,2.0,15.0
8.53,10.65,9.04,11.87,1.0,11.13,1.007,4.24,6.57,0.0,5.13,77.06,2.0,33.9
21.78,0.0,6.74,21.6,0.0,14.52,1.982,1.98,4.76,1.0,10.0,80.74,8.0,29.4
15.49,0.0,7.93,28.04,0.0,49.38,0.592,1.45,4.31,1.0,5.6,70.26,8.0,26.0
33.64,2.76,9.23,15.85,0.0,63.32,1.2,3.62,4.86,0.0,4.87,80.01,8.0,32.2
22.63,0.0,6.18,10.11,1.0,15.36,1.298,3.76,3.23,0.0,6.06,55.77,2.0,40.8
45.22,0.0,10.01,12.53,0.0,6.88,1.202,2.97,5.59,1.0,6.44,82.06,4.0,22.9
3.91,0.0,8.38,42.42,0.0,13.85,0.559,3.13,3.33,0.0,6.78,61.79,8.0,18.1
52.56,13.33,7.44,30.75,0.0,10.85,0.649,6.75,5.48,0.0,5.06,53.99,4.0,30.8
20.15,3.95,7.53,16.11,1.0,19.13,0.72,3.03,5.87,0.0,1.69,57.7,2.0,30.4
25.59,0.0,7.18,8.51,0.0,47.48,0.729,2.25,5.32,1.0,4.44,42.66,4.0,24.8
29.59,0.0,6.74,7.82,0.0,15.61,1.087,3.45,3.86,0.0,6.83,73.81,2.0,19.2
9.09,0.0,12.19,3.43,1.0,2.27,1.939,3.05,8.05,1.0,5.07,49.67,2.0,32.5
31.51,0.0,7.46,13.55,0.0,59.52,0.883,7.09,1.17,0.0,5.1,76.81,8.0,30.0
25.3,2.26,14.13,11.01,1.0,2.25,0.359,3.28,6.03,0.0,4.08,76.72,2.0,19.8
31.86,0.0,8.35,12.28,0.0,13.41,1.099,8.86,8.77,0.0,5.97,76.6,4.0,25.0
16.41,0.0,6.81,9.13,0.0,46.33,0.213,7.61,7.42,0.0,4.91,59.05,4.0,19.0
13.4,0.0,5.43,23.28,0.0,12.7,0.212,12.03,2.56,0.0,3.24,30.65,2.0,22.0
5.56,0.0,11.3,3.48,1.0,8.68,0.358,0.98,3.43,1.0,4.03,62.72,2.0,24.1
22.06,0.0,7.95,8.49,1.0,16.38,0.522,21.88,4.77,1.0,8.68,69.16,2.0,35.0
4.61,0.0,10.51,4.26,0.0,2.45,0.625,3.97,2.47,0.0,4.58,61.74,4.0,10.6
87.49,5.21,10.39,27.39,1.0,4.87,1.928,16.24,3.45,0.0,2.13,84.16,2.0,49.1
48.71,13.76,7.22,13.38,0.0,8.49,0.871,4.57,1.75,0.0,5.45,63.01,2.0,34.0
17.52,0.0,9.15,18.45,1.0,7.0,0.948,5.44,6.48,0.0,5.65,79.46,2.0,27.8
15.72,0.0,10.98,8.33,0.0,1.83,1.549,9.21,7.36,0.0,4.28,56.62,4.0,21.9
30.08,0.0,9.71,15.43,1.0,8.62,3.023,6.3,3.49,1.0,6.8,85.51,2.0,49.8
12.88,0.0,6.09,12.53,0.0,11.48,0.512,16.61,4.23,0.0,7.08,90.44,2.0,11.6
61.14,23.01,7.07,21.8,0.0,14.67,1.015,20.34,2.87,1.0,7.12,56.07,2.0,46.7
24.45,10.07,6.97,23.97,0.0,3.97,1.046,3.92,6.23,0.0,2.02,86.76,4.0,15.6
25.99,0.0,11.3,30.13,0.0,93.9,0.991,17.4,3.41,1.0,7.1,60.66,4.0,45.4
22.95,0.0,9.33,8.11,0.0,8.98,0.879,1.22,2.91,0.0,6.95,51.4,2.0,17.0
21.04,0.0,10.75,9.44,0.0,16.78,0.67,6.66,6.59,1.0,4.34,70.48,4.0,15.4
25.1,0.0,7.8,9.61,0.0,7.52,0.371,8.54,7.61,1.0,8.43,77.22,4.0,16.0
16.14,0.0,5.48,5.76,0.0,14.51,0.833,3.88,5.25,0.0,4.83,37.08,2.0,24.9
28.88,0.0,9.26,22.87,0.0,43.13,0.713,2.24,1.31,0.0,2.01,51.08,4.0,20.9
63.16,1.29,8.9,28.83,1.0,3.69,1.066,2.61,7.45,0.0,6.8,74.34,2.0,40.1
28.6,0.0,7.03,11.47,1.0,88.47,1.074,8.15,1.46,1.0,5.4,33.99,2.0,61.5
42.97,0.0,7.3,14.89,0.0,3.52,2.203,6.29,2.23,0.0,4.98,40.8,2.0,33.7
9.3,0.0,4.29,13.12,1.0,15.99,0.315,3.42,4.13,0.0,5.6,86.31,2.0,33.3
36.26,0.0,7.6,16.03,0.0,7.23,0.917,1.92,5.6,1.0,7.19,100.0,4.0,14.9
32.88,0.0,5.51,19.2,0.0,12.4,0.49,8.82,4.02,1.0,5.47,80.12,4.0,26.2
51.2,26.44,5.33,17.89,1.0,58.44,1.899,12.96,7.85,0.0,7.37,58.65,2.0,68.7
29.61,0.0,8.78,17.45,0.0,4.98,1.616,7.49,5.54,0.0,3.24,60.14,4.0,23.1
15.06,0.0,8.58,22.33,0.0,12.71,2.036,11.86,5.09,0.0,4.24,84.54,2.0,22.3
23.48,0.99,10.82,13.82,1.0,10.87,1.193,6.51,2.05,1.0,8.67,59.8,2.0,42.7
40.13,0.0,8.28,21.22,1.0,13.22,0.345,2.53,7.93,1.0,6.72,93.36,2.0,31.3
34.77,13.71,6.7,16.03,0.0,2.04,1.211,4.37,4.67,0.0,4.24,76.97,4.0,23.2
51.37,0.0,8.1,27.56,0.0,88.23,3.247,5.89,2.76,0.0,4.31,70.36,4.0,51.7
10.81,0.0,7.51,15.01,1.0,16.91,0.616,11.5,3.57,0.0,1.22,78.84,2.0,27.2
14.36,0.69,10.47,18.09,1.0,5.74,0.528,2.55,8.03,0.0,6.88,57.19,2.0,27.9
6.87,0.0,6.96,11.47,0.0,78.54,0.549,0.63,5.55,1.0,4.5,80.17,2.0,20.9
22.71,0.0,9.16,33.04,0.0,13.86,1.303,5.22,4.53,0.0,4.89,78.1,2.0,30.0
6.57,16.34,9.28,17.73,0.0,3.73,0.398,5.25,3.79,0.0,0.33,47.04,4.0,21.9
17.46,0.0,6.42,13.43,0.0,70.25,1.567,12.36,6.08,0.0,5.11,40.07,2.0,39.0
28.23,1.39,5.3,18.28,1.0,2.33,0.304,1.64,1.88,0.0,2.32,30.57,2.0,40.3
15.78,0.0,6.44,42.71,0.0,2.17,2.074,5.81,5.32,1.0,3.48,68.25,4.0,27.2
5.77,0.0,12.46,8.59,1.0,17.71,0.588,0.48,3.92,1.0,4.93,64.5,2.0,23.8
19.84,9.35,6.06,16.41,0.0,12.99,1.487,2.69,1.9,1.0,3.55,85.34,8.0,31.8
29.45,0.0,5.72,34.53,0.0,6.54,0.736,2.13,4.23,0.0,4.57,100.0,8.0,18.3
14.57,0.0,9.3,6.61,0.0,11.18,0.565,11.33,1.77,0.0,4.94,78.69,4.0,15.0
22.34,1.28,2.73,11.4,1.0,12.39,0.806,2.63,3.69,0.0,4.61,36.08,2.0,41.2
13.33,0.0,6.69,22.88,0.0,51.24,1.398,10.14,0.16,0.0,3.49,73.74,4.0,24.0
44.58,0.0,10.49,15.13,1.0,49.09,0.823,32.87,3.54,0.0,6.52,53.92,2.0,47.9
30.11,18.42,3.98,14.61,0.0,86.9,1.395,13.79,2.32,1.0,6.33,60.47,2.0,53.8
65.64,10.86,5.21,27.3,1.0,7.06,1.452,10.9,4.83,1.0,9.11,94.67,2.0,39.7
44.44,0.0,8.26,28.5,0.0,5.86,2.299,19.75,4.58,1.0,2.45,55.48,8.0,37.4
14.87,0.0,9.14,5.78,1.0,9.35,1.405,14.29,5.55,0.0,5.27,43.82,2.0,43.1
12.83,0.0,7.55,21.59,0.0,14.65,0.302,13.25,7.62,0.0,5.23,67.46,2.0,12.7
69.04,15.13,6.21,27.29,1.0,14.77,1.232,4.43,7.69,1.0,5.22,40.84,2.0,59.6
25.78,8.7,10.07,17.09,0.0,11.86,1.338,7.08,4.16,0.0,7.02,66.94,2.0,21.5
32.1,6.11,5.18,9.31,0.0,15.37,0.57,4.6,4.99,0.0,4.7,69.0,2.0,36.4
48.42,0.0,6.58,20.63,0.0,2.85,1.422,10.52,2.77,0.0,5.02,38.61,4.0,35.2
54.72,5.89,6.44,16.15,0.0,3.17,2.047,0.63,4.59,0.0,5.53,57.9,2.0,32.8
20.82,0.0,9.77,34.4,0.0,15.21,0.584,8.08,7.98,0.0,8.46,85.91,8.0,14.9
18.42,0.0,8.51,11.16,1.0,5.47,1.246,14.02,2.97,0.0,3.95,95.13,2.0,31.3
40.02,0.0,7.55,34.46,0.0,3.99,5.046,3.79,9.3,0.0,5.1,92.47,4.0,31.6
5.59,0.0,5.73,11.81,0.0,67.41,0.832,3.08,0.62,0.0,7.13,80.61,8.0,30.6
26.17,0.0,5.95,31.31,0.0,8.76,1.245,7.57,5.36,1.0,6.49,73.5,4.0,21.4
25.91,0.0,8.61,7.18,1.0,32.65,1.091,9.75,3.12,1.0,8.9,36.46,2.0,41.8
41.44,0.0,6.73,14.08,0.0,5.66,0.868,2.65,0.0,0.0,4.75,83.49,2.0,27.3
23.21,16.64,5.62,29.19,0.0,7.15,0.669,6.95,7.05,0.0,5.47,65.44,2.0,22.5
31.22,0.0,7.94,41.6,0.0,19.33,0.677,10.71,5.16,0.0,4.45,25.17,2.0,33.9
29.05,8.51,11.79,14.73,0.0,5.15,0.457,10.44,5.93,0.0,4.14,75.61,8.0,27.3
14.32,0.0,7.58,8.77,0.0,8.23,0.463,1.92,3.31,0.0,4.78,66.61,4.0,10.5
17.81,0.0,11.24,6.33,0.0,7.32,1.77,1.27,6.71,1.0,5.14,70.52,8.0,17.1
32.22,5.9,9.95,9.08,1.0,75.36,2.071,4.41,4.01,0.0,3.2,44.29,2.0,44.1
60.51,0.0,8.79,16.02,0.0,16.51,1.428,14.47,7.1,0.0,4.48,52.69,4.0,45.1
23.34,0.0,6.61,15.05,1.0,18.24,0.793,5.3,3.91,0.0,4.85,70.57,2.0,35.5
18.76,0.0,8.71,13.39,0.0,8.11,0.392,6.38,7.09,1.0,8.04,64.09,4.0,15.0
34.3,0.0,7.19,11.03,0.0,8.35,1.237,6.52,5.89,1.0,6.01,64.02,8.0,26.6
14.99,0.0,12.58,8.16,1.0,11.48,1.65,1.18,8.34,0.0,7.74,50.78,2.0,35.1
32.06,0.0,8.86,14.71,1.0,17.71,2.134,8.52,5.9,0.0,2.39,45.52,2.0,35.0
28.12,0.0,7.73,7.66,0.0,89.43,2.673,18.22,7.48,1.0,5.07,43.71,2.0,47.3
43.41,0.0,11.27,21.74,0.0,19.45,0.731,1.57,5.73,0.0,5.54,81.06,4.0,26.6
15.61,0.0,7.83,16.04,0.0,15.36,2.294,10.32,6.98,1.0,9.36,79.91,2.0,26.5
22.98,0.0,9.41,20.57,0.0,9.15,0.979,26.17,5.21,1.0,5.34,37.29,2.0,28.3
53.24,5.23,8.18,27.02,1.0,12.24,1.43,22.2,5.19,1.0,9.8,68.2,2.0,45.6
57.27,0.0,7.98,22.27,1.0,19.26,1.379,3.69,7.86,0.0,6.31,56.25,2.0,49.8
12.73,0.0,8.41,32.14,0.0,4.01,0.614,8.18,5.2,1.0,7.78,100.0,4.0,16.4
33.29,10.2,8.45,13.76,0.0,18.84,1.384,6.1,1.57,0.0,5.75,53.58,2.0,26.4
71.5,3.87,5.13,31.35,1.0,3.74,0.838,10.93,5.86,0.0,5.69,52.71,2.0,53.7
55.79,0.0,9.55,16.23,1.0,35.58,2.452,11.06,7.96,0.0,3.84,49.39,2.0,57.3
36.04,19.59,5.01,11.36,1.0,0.29,1.115,6.52,5.15,1.0,5.82,93.09,2.0,38.8
26.01,0.0,10.9,19.11,1.0,14.17,0.241,2.76,4.96,0.0,3.82,35.84,2.0,37.5
28.52,0.0,10.24,10.32,0.0,0.61,3.799,11.6,3.89,0.0,3.88,50.19,8.0,37.3
3.62,0.0,9.99,13.39,0.0,9.24,0.945,2.63,3.72,0.0,6.13,69.87,4.0,15.5
11.66,0.0,8.47,16.0,0.0,93.19,0.387,4.75,3.13,0.0,7.26,64.62,2.0,24.8
44.03,0.0,9.88,42.3,0.0,0.85,1.774,4.9,4.53,0.0,2.77,79.82,2.0,14.4
18.4,0.0,9.59,6.69,0.0,15.82,0.469,18.88,1.97,0.0,3.02,25.66,8.0,27.4
21.16,0.0,1.93,6.96,0.0,18.4,0.591,1.87,0.67,0.0,7.51,53.66,2.0,28.2
15.32,0.0,6.91,13.49,0.0,62.83,0.742,6.26,4.83,0.0,4.67,69.12,2.0,19.3
9.35,0.0,9.06,25.18,1.0,16.81,0.331,2.41,6.75,0.0,6.11,52.49,2.0,24.7
10.6,0.0,9.24,11.89,1.0,42.49,1.015,3.62,1.56,0.0,3.98,41.93,2.0,42.2
28.74,5.2,8.93,65.57,0.0,11.97,0.579,0.85,9.9,0.0,8.6,80.73,8.0,25.7
33.12,0.0,11.1,20.54,0.0,9.95,0.678,3.55,6.97,0.0,5.01,89.56,4.0,21.5
8.95,0.0,9.9,13.73,1.0,66.61,0.187,1.35,5.5,0.0,6.4,50.21,2.0,39.7
18.21,0.0,4.28,11.2,1.0,11.12,0.963,4.71,8.47,1.0,8.64,62.86,2.0,36.5
18.06,0.0,8.85,18.46,1.0,18.32,0.681,5.23,4.1,0.0,1.57,50.46,2.0,28.4
14.2,2.51,10.7,25.81,1.0,18.19,1.059,4.8,5.08,0.0,1.44,80.85,2.0,33.4
23.05,9.65,7.37,16.22,0.0,6.87,1.746,14.74,1.51,1.0,5.68,100.0,2.0,30.2
42.33,4.16,7.64,31.16,1.0,14.91,0.596,5.77,5.25,0.0,4.91,69.37,2.0,42.1
31.41,5.85,6.37,18.2,0.0,17.69,2.463,6.81,6.3,1.0,6.83,64.84,8.0,41.1
21.5,7.8,9.32,7.25,0.0,35.28,1.511,8.14,4.41,1.0,8.85,62.88,4.0,31.3
27.59,0.0,7.47,23.27,0.0,15.49,0.481,9.76,4.5,1.0,4.91,69.81,2.0,25.5
47.69,7.8,7.82,22.64,1.0,0.01,0.588,6.89,2.44,1.0,4.75,24.79,2.0,45.6
29.0,4.91,8.4,28.9,0.0,8.54,1.605,18.78,8.35,0.0,2.98,38.42,4.0,33.5
34.1,9.26,6.97,25.39,0.0,12.74,2.412,3.37,1.01,1.0,9.07,92.81,8.0,35.4
17.46,0.0,9.44,5.74,1.0,7.29,0.759,8.78,8.76,0.0,6.35,100.0,2.0,18.6
8.7,4.54,8.6,7.83,0.0,17.67,0.145,2.42,3.27,1.0,4.25,59.99,4.0,15.2
2.48,0.0,11.48,3.94,1.0,13.05,1.33,2.05,1.29,0.0,6.31,53.57,2.0,32.9
